frame: 0
1,79
2,81
3,83
4,87
5,88
6,89
7,93
8,95
9,97
10,97
11,99
12,101
13,105
14,109
15,110
16,114
17,115
18,115
19,118
20,118
21,120
22,124
23,124
24,122
25,123
26,122
27,126
28,128
29,125
30,128
31,131
32,131
33,131
34,130
35,126
36,125
37,126
38,127
39,125
40,122
41,130
42,129
43,129
44,125
45,123
46,122
47,123
48,122
49,125
50,127
51,125
52,126
53,124
54,123
55,124
56,123
57,123
58,133
59,134
60,134
61,136
62,135
63,134
64,134
65,137
66,133
67,138
68,138
69,138
70,138
71,135
72,134
73,141
74,144
75,141
76,141
77,143
78,144
79,144
80,145
81,145
82,147
83,151
84,149
85,144
86,143
87,144
88,146
89,143
90,142
91,143
92,149
93,149
94,153
95,153
96,151
97,152
98,151
99,152
100,153
101,154
102,158
103,159
104,159
105,162
106,159
107,156
108,154
109,153
110,152
111,151
112,151
113,151
114,148
115,151
116,146
117,148
118,148
119,149
120,148
121,150
122,144
123,142
124,142
125,143
126,139
127,138
128,142
129,143
130,144
131,143
132,141
133,142
134,142
135,141
136,140
137,140
138,136
139,137
140,132
141,131
142,137
143,136
144,135
145,139
146,139
147,137
148,138
149,137
150,135
151,131
152,132
153,131
154,131
155,129
156,126
157,124
158,123
159,125
160,127
161,130
162,129
163,130
164,129
165,134
166,139
167,135
168,138
169,138
170,133
171,131
172,132
173,134
174,138
175,135
176,139
177,132
178,129
179,126
180,123
181,128
182,126
183,129
184,131
185,133
186,134
187,133
188,134
189,133
190,131
191,135
192,133
193,132
194,132
195,132
196,135
197,136
198,132
199,134
200,134
201,132
202,135
203,137
204,139
205,140
206,141
207,144
208,139
209,142
210,140
211,139
212,143
213,140
214,138
215,139
216,139
217,139
218,138
219,137
220,138
221,143
222,139
223,139
224,138
225,136
226,139
227,140
228,140
229,143
230,142
231,137
232,135
233,135
234,134
235,132
236,132
237,133
238,134
239,129
240,131
241,127
242,131
243,129
244,132
245,131
246,132
247,133
248,135
249,138
250,141
